inputa[12]	inputb[12]	operation[3]	aluout[12]	overflow	carry	zero	
111111111011	000000000001	111	111111111010	0	1	0
111111111100	000000000001	111	111111111011	0	1	0
111111111101	000000000001	111	111111111100	0	1	0
111111111110	000000000001	111	111111111101	0	1	0
111111111111	000000000001	111	111111111110	0	1	0
000000000000	000000000010	111	111111111111	0	0	0
000000000001	000000000010	111	000000000000	0	1	1
000000000010	000000000010	111	000000000001	0	1	0
000000000011	000000000010	111	000000000010	0	1	0
000000000100	000000000010	111	000000000011	0	1	0
000000000101	000000000010	111	000000000100	0	1	0
000000000110	000000000010	111	000000000101	0	1	0
000000000111	000000000010	111	000000000110	0	1	0
111111111000	000000000010	111	111111110111	0	1	0
111111111001	000000000010	111	111111111000	0	1	0
111111111010	000000000010	111	111111111001	0	1	0
111111111011	000000000010	111	111111111010	0	1	0
111111111100	000000000010	111	111111111011	0	1	0
111111111101	000000000010	111	111111111100	0	1	0
111111111110	000000000010	111	111111111101	0	1	0
111111111111	000000000010	111	111111111110	0	1	0
000000000000	000000000011	111	111111111111	0	0	0
000000000001	000000000011	111	000000000000	0	1	1
000000000010	000000000011	111	000000000001	0	1	0
000000000011	000000000011	111	000000000010	0	1	0
000000000100	000000000011	111	000000000011	0	1	0
000000000101	000000000011	111	000000000100	0	1	0
000000000110	000000000011	111	000000000101	0	1	0
000000000111	000000000011	111	000000000110	0	1	0
111111111000	000000000011	111	111111110111	0	1	0
111111111001	000000000011	111	111111111000	0	1	0
111111111010	000000000011	111	111111111001	0	1	0
111111111011	000000000011	111	111111111010	0	1	0
111111111100	000000000011	111	111111111011	0	1	0
111111111101	000000000011	111	111111111100	0	1	0
111111111110	000000000011	111	111111111101	0	1	0
111111111111	000000000011	111	111111111110	0	1	0
000000000000	000000000100	111	111111111111	0	0	0
000000000001	000000000100	111	000000000000	0	1	1
000000000010	000000000100	111	000000000001	0	1	0
000000000011	000000000100	111	000000000010	0	1	0
000000000100	000000000100	111	000000000011	0	1	0
000000000101	000000000100	111	000000000100	0	1	0
000000000110	000000000100	111	000000000101	0	1	0
000000000111	000000000100	111	000000000110	0	1	0
111111111000	000000000100	111	111111110111	0	1	0
111111111001	000000000100	111	111111111000	0	1	0
111111111010	000000000100	111	111111111001	0	1	0
111111111011	000000000100	111	111111111010	0	1	0
111111111100	000000000100	111	111111111011	0	1	0
111111111101	000000000100	111	111111111100	0	1	0
111111111110	000000000100	111	111111111101	0	1	0
111111111111	000000000100	111	111111111110	0	1	0
000000000000	000000000101	111	111111111111	0	0	0
000000000001	000000000101	111	000000000000	0	1	1
000000000010	000000000101	111	000000000001	0	1	0
000000000011	000000000101	111	000000000010	0	1	0
000000000100	000000000101	111	000000000011	0	1	0
000000000101	000000000101	111	000000000100	0	1	0
000000000110	000000000101	111	000000000101	0	1	0
000000000111	000000000101	111	000000000110	0	1	0
111111111000	000000000101	111	111111110111	0	1	0
111111111001	000000000101	111	111111111000	0	1	0
111111111010	000000000101	111	111111111001	0	1	0
111111111011	000000000101	111	111111111010	0	1	0
111111111100	000000000101	111	111111111011	0	1	0
111111111101	000000000101	111	111111111100	0	1	0
111111111110	000000000101	111	111111111101	0	1	0
111111111111	000000000101	111	111111111110	0	1	0
000000000000	000000000110	111	111111111111	0	0	0
000000000001	000000000110	111	000000000000	0	1	1
000000000010	000000000110	111	000000000001	0	1	0
000000000011	000000000110	111	000000000010	0	1	0
000000000100	000000000110	111	000000000011	0	1	0
000000000101	000000000110	111	000000000100	0	1	0
000000000110	000000000110	111	000000000101	0	1	0
000000000111	000000000110	111	000000000110	0	1	0
111111111000	000000000110	111	111111110111	0	1	0
111111111001	000000000110	111	111111111000	0	1	0
111111111010	000000000110	111	111111111001	0	1	0
111111111011	000000000110	111	111111111010	0	1	0
111111111100	000000000110	111	111111111011	0	1	0
111111111101	000000000110	111	111111111100	0	1	0
111111111110	000000000110	111	111111111101	0	1	0
111111111111	000000000110	111	111111111110	0	1	0
000000000000	000000000111	111	111111111111	0	0	0
000000000001	000000000111	111	000000000000	0	1	1
000000000010	000000000111	111	000000000001	0	1	0
000000000011	000000000111	111	000000000010	0	1	0
000000000100	000000000111	111	000000000011	0	1	0
000000000101	000000000111	111	000000000100	0	1	0
000000000110	000000000111	111	000000000101	0	1	0
000000000111	000000000111	111	000000000110	0	1	0
111111111000	000000000111	111	111111110111	0	1	0
111111111001	000000000111	111	111111111000	0	1	0
111111111010	000000000111	111	111111111001	0	1	0
111111111011	000000000111	111	111111111010	0	1	0
111111111100	000000000111	111	111111111011	0	1	0
111111111101	000000000111	111	111111111100	0	1	0
111111111110	000000000111	111	111111111101	0	1	0
111111111111	000000000111	111	111111111110	0	1	0
000000000000	111111111000	111	111111111111	0	0	0
000000000001	111111111000	111	000000000000	0	1	1
000000000010	111111111000	111	000000000001	0	1	0
000000000011	111111111000	111	000000000010	0	1	0
000000000100	111111111000	111	000000000011	0	1	0
000000000101	111111111000	111	000000000100	0	1	0
000000000110	111111111000	111	000000000101	0	1	0
000000000111	111111111000	111	000000000110	0	1	0
111111111000	111111111000	111	111111110111	0	1	0
111111111001	111111111000	111	111111111000	0	1	0
111111111010	111111111000	111	111111111001	0	1	0
111111111011	111111111000	111	111111111010	0	1	0
111111111100	111111111000	111	111111111011	0	1	0
111111111101	111111111000	111	111111111100	0	1	0
111111111110	111111111000	111	111111111101	0	1	0
111111111111	111111111000	111	111111111110	0	1	0
000000000000	111111111001	111	111111111111	0	0	0
000000000001	111111111001	111	000000000000	0	1	1
000000000010	111111111001	111	000000000001	0	1	0
000000000011	111111111001	111	000000000010	0	1	0
000000000100	111111111001	111	000000000011	0	1	0
000000000101	111111111001	111	000000000100	0	1	0
000000000110	111111111001	111	000000000101	0	1	0
000000000111	111111111001	111	000000000110	0	1	0
111111111000	111111111001	111	111111110111	0	1	0
111111111001	111111111001	111	111111111000	0	1	0
111111111010	111111111001	111	111111111001	0	1	0
111111111011	111111111001	111	111111111010	0	1	0
111111111100	111111111001	111	111111111011	0	1	0
111111111101	111111111001	111	111111111100	0	1	0
111111111110	111111111001	111	111111111101	0	1	0
111111111111	111111111001	111	111111111110	0	1	0
000000000000	111111111010	111	111111111111	0	0	0
000000000001	111111111010	111	000000000000	0	1	1
000000000010	111111111010	111	000000000001	0	1	0
000000000011	111111111010	111	000000000010	0	1	0
000000000100	111111111010	111	000000000011	0	1	0
000000000101	111111111010	111	000000000100	0	1	0
000000000110	111111111010	111	000000000101	0	1	0
000000000111	111111111010	111	000000000110	0	1	0
111111111000	111111111010	111	111111110111	0	1	0
111111111001	111111111010	111	111111111000	0	1	0
111111111010	111111111010	111	111111111001	0	1	0
111111111011	111111111010	111	111111111010	0	1	0
111111111100	111111111010	111	111111111011	0	1	0
111111111101	111111111010	111	111111111100	0	1	0
111111111110	111111111010	111	111111111101	0	1	0
111111111111	111111111010	111	111111111110	0	1	0
000000000000	111111111011	111	111111111111	0	0	0
000000000001	111111111011	111	000000000000	0	1	1
000000000010	111111111011	111	000000000001	0	1	0
000000000011	111111111011	111	000000000010	0	1	0
000000000100	111111111011	111	000000000011	0	1	0
000000000101	111111111011	111	000000000100	0	1	0
000000000110	111111111011	111	000000000101	0	1	0
000000000111	111111111011	111	000000000110	0	1	0
111111111000	111111111011	111	111111110111	0	1	0
111111111001	111111111011	111	111111111000	0	1	0
111111111010	111111111011	111	111111111001	0	1	0
111111111011	111111111011	111	111111111010	0	1	0
111111111100	111111111011	111	111111111011	0	1	0
111111111101	111111111011	111	111111111100	0	1	0
111111111110	111111111011	111	111111111101	0	1	0
111111111111	111111111011	111	111111111110	0	1	0
000000000000	111111111100	111	111111111111	0	0	0
000000000001	111111111100	111	000000000000	0	1	1
000000000010	111111111100	111	000000000001	0	1	0
000000000011	111111111100	111	000000000010	0	1	0
000000000100	111111111100	111	000000000011	0	1	0
000000000101	111111111100	111	000000000100	0	1	0
000000000110	111111111100	111	000000000101	0	1	0
000000000111	111111111100	111	000000000110	0	1	0
111111111000	111111111100	111	111111110111	0	1	0
111111111001	111111111100	111	111111111000	0	1	0
111111111010	111111111100	111	111111111001	0	1	0
111111111011	111111111100	111	111111111010	0	1	0
111111111100	111111111100	111	111111111011	0	1	0
111111111101	111111111100	111	111111111100	0	1	0
111111111110	111111111100	111	111111111101	0	1	0
111111111111	111111111100	111	111111111110	0	1	0
000000000000	111111111101	111	111111111111	0	0	0
000000000001	111111111101	111	000000000000	0	1	1
000000000010	111111111101	111	000000000001	0	1	0
000000000011	111111111101	111	000000000010	0	1	0
000000000100	111111111101	111	000000000011	0	1	0
000000000101	111111111101	111	000000000100	0	1	0
000000000110	111111111101	111	000000000101	0	1	0
000000000111	111111111101	111	000000000110	0	1	0
111111111000	111111111101	111	111111110111	0	1	0
111111111001	111111111101	111	111111111000	0	1	0
111111111010	111111111101	111	111111111001	0	1	0
111111111011	111111111101	111	111111111010	0	1	0
111111111100	111111111101	111	111111111011	0	1	0
111111111101	111111111101	111	111111111100	0	1	0
111111111110	111111111101	111	111111111101	0	1	0
111111111111	111111111101	111	111111111110	0	1	0
000000000000	111111111110	111	111111111111	0	0	0
000000000001	111111111110	111	000000000000	0	1	1
000000000010	111111111110	111	000000000001	0	1	0
000000000011	111111111110	111	000000000010	0	1	0
000000000100	111111111110	111	000000000011	0	1	0
000000000101	111111111110	111	000000000100	0	1	0
000000000110	111111111110	111	000000000101	0	1	0
000000000111	111111111110	111	000000000110	0	1	0
111111111000	111111111110	111	111111110111	0	1	0
111111111001	111111111110	111	111111111000	0	1	0
111111111010	111111111110	111	111111111001	0	1	0
111111111011	111111111110	111	111111111010	0	1	0
111111111100	111111111110	111	111111111011	0	1	0
111111111101	111111111110	111	111111111100	0	1	0
111111111110	111111111110	111	111111111101	0	1	0
111111111111	111111111110	111	111111111110	0	1	0
000000000000	111111111111	111	111111111111	0	0	0
000000000001	111111111111	111	000000000000	0	1	1
000000000010	111111111111	111	000000000001	0	1	0
000000000011	111111111111	111	000000000010	0	1	0
000000000100	111111111111	111	000000000011	0	1	0
000000000101	111111111111	111	000000000100	0	1	0
000000000110	111111111111	111	000000000101	0	1	0
000000000111	111111111111	111	000000000110	0	1	0
111111111000	111111111111	111	111111110111	0	1	0
111111111001	111111111111	111	111111111000	0	1	0
111111111010	111111111111	111	111111111001	0	1	0
111111111011	111111111111	111	111111111010	0	1	0
111111111100	111111111111	111	111111111011	0	1	0
111111111101	111111111111	111	111111111100	0	1	0
111111111110	111111111111	111	111111111101	0	1	0
111111111111	111111111111	111	111111111110	0	1	0
